,LOAN_ID,Monthly.Rpt.Prd,Servicer.Name,LAST_RT,LAST_UPB,Loan.Age,Months.To.Legal.Mat,Adj.Month.To.Mat,Maturity.Date,MSA,Delq.Status,MOD_FLAG,Zero.Bal.Code,ZB_DTE,LPI_DTE,FCC_DTE,DISP_DT,FCC_COST,PP_COST,AR_COST,IE_COST,TAX_COST,NS_PROCS,CE_PROCS,RMW_PROCS,O_PROCS,NON_INT_UPB,PRIN_FORG_UPB_FHFA,REPCH_FLAG,PRIN_FORG_UPB_OTH,TRANSFER_FLG
15074417,850706403042,03/01/2010,OTHER,4.65,,0,180,180.0,03/2025,16980,0,N,,,,,,,,,,,,,,,,,,,N
15074418,850706403042,04/01/2010,,4.65,,1,179,179.0,03/2025,16980,0,N,,,,,,,,,,,,,,,,,,,N
15074419,850706403042,05/01/2010,,4.65,,2,178,178.0,03/2025,16980,0,N,,,,,,,,,,,,,,,,,,,N
15074420,850706403042,06/01/2010,,4.65,,3,177,177.0,03/2025,16980,0,N,,,,,,,,,,,,,,,,,,,N
15074421,850706403042,07/01/2010,,4.65,,4,176,176.0,03/2025,16980,0,N,,,,,,,,,,,,,,,,,,,N
15074422,850706403042,08/01/2010,,4.65,,5,175,175.0,03/2025,16980,0,N,,,,,,,,,,,,,,,,,,,N
15074423,850706403042,09/01/2010,,4.65,73249.75,6,174,174.0,03/2025,16980,0,N,,,,,,,,,,,,,,,,,,,N
15074424,850706403042,10/01/2010,,4.65,72954.07,7,173,173.0,03/2025,16980,0,N,,,,,,,,,,,,,,,,,,,N
15074425,850706403042,11/01/2010,,4.65,72657.25,8,172,172.0,03/2025,16980,0,N,,,,,,,,,,,,,,,,,,,N
15074426,850706403042,12/01/2010,,4.65,72359.28,9,171,171.0,03/2025,16980,0,N,,,,,,,,,,,,,,,,,,,N
15074427,850706403042,01/01/2011,,4.65,72060.15,10,170,170.0,03/2025,16980,0,N,,,,,,,,,,,,,,,,,,,N
15074428,850706403042,02/01/2011,,4.65,71759.86,11,169,169.0,03/2025,16980,0,N,,,,,,,,,,,,,,,,,,,N
15074429,850706403042,03/01/2011,,4.65,71759.86,12,168,0.0,03/2025,16980,X,N,1.0,03/2011,,,,,,,,,,,,,,,N,,
